ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
992,simple,992,No 2 Foundation/Blush,1,0,visible,Hourglass,"The tapered end of this brush ensures a light, seamless and even application of foundation. It can also be utilized for shading and highlighting with blushes and bronzers. Made from PETA-approved, high-grade. Takelon bristles which are supremely soft. Weighted metal handles provide control for easier blending and application. Takelon is an excellent alternative for those who suffer from allergies to animal hair. Brushes may be used wet or dry.",,,taxable,,1,,,0,0,,,,,1,,135,44,Uncategorized,,,,,,,,,,,,0
993,simple,993,No 7 Finishing,1,0,visible,Hourglass,"Full and rounded, this brush is designed to effortlessly sweep on blush or powder. Made from PETA-approved, high-grade. Takelon bristles which are supremely soft. Weighted metal handles provide control for easier blending and application. Takelon is an excellent alternative for those who suffer from allergies to animal hair. Brushes may be used wet or dry.",,,taxable,,1,,,0,0,,,,,1,,99,48,Uncategorized,,,,,,,,,,,,0
994,simple,994,No 8 Large Concealer,1,0,visible,Hourglass,"The firm, tapered edge of this brush contours and blends offering concentrated coverage. Made from PETA-approved, high-grade. Takelon bristles which are supremely soft. Weighted metal handles provide control for easier blending and application. Takelon is an excellent alternative for those who suffer from allergies to animal hair. Brushes may be used wet or dry.",,,taxable,,1,,,0,0,,,,,1,,115,133,Uncategorized,,,,,,,,,,,,0
995,simple,995,Retractable Foundation,1,0,visible,Hourglass,"A travel-friendly retractable brush designed for portable use. Made from PETA-approved, high-grade. Takelon bristles which are supremely soft. Weighted metal handles provide control for easier blending and application. Takelon is an excellent alternative for those who suffer from allergies to animal hair. Brushes may be used wet or dry.",,,taxable,,1,,,0,0,,,,,1,,124,159,Uncategorized,,,,,,,,,,,,0
996,simple,996,Retractable Kabuki,1,0,visible,Hourglass,"A travel-friendly kabuki brush ideal for applying and blending creme-to-powder and liquid foundations. Made from PETA-approved, high-grade. Takelon bristles which are supremely soft. Weighted metal handles provide control for easier blending and application. Takelon is an excellent alternative for those who suffer from allergies to animal hair. Brushes may be used wet or dry.",,,taxable,,1,,,0,0,,,,,1,,182,247,Uncategorized,,,,,,,,,,,,0
997,simple,997,Femme Rouge Velvet CrÃ¨me Lipstick,1,0,visible,Hourglass,"What it is: A lustrous, cream formula lipstick that hydrates and softens lips. What it does: The richly pigmented formula of Femme Rouge adds fullness and luster, immediately shaping and softening lips for a plush, cushiony effect. What it is formulated WITHOUT: - Parabens - Sulfates - Synthetic Dyes - Phthalates",,,taxable,,1,,,0,0,,,,,1,,75,68,Uncategorized,,,,,,,,,,,,0
998,simple,998,Film Noir Full Spectrum Mascara,1,0,visible,Hourglass,"What it is: A mascara that offers multiple fringe benefits in one full-spectrum formula. What it does: Film Noir's signature hourglass-shaped brush is designed for optimal application, adding volume, length, lift, and separation to lashes. The intense concentration of Panthenol (ProVitamin B5) adds a reflective, jet-black sheen for dramatic impact. What it is formulated WITHOUT: - Sulfates - Synthetic Fragrances - Synthetic Dyes - Phthalates - GMOs - Triclosan",,,taxable,,1,,,0,0,,,,,1,,250,214,Uncategorized,,,,,,,,,,,,0
999,simple,999,Film Noir Kohl Eye Pencil,1,0,visible,Hourglass,"A richly-hued, light-reflecting and longwearing kohl pencil for lining the inner and outer rim of the eye.",,,taxable,,1,,,0,0,,,,,1,,98,86,Uncategorized,,,,,,,,,,,,0
1000,simple,1000,Opaque Rouge Liquid Lipstick,1,0,visible,Hourglass,"The proprietary blend of advanced polymers in this liquid lipstick delivers intense, vibrant color with exceptional longevity. Skin-conditioning emollients, antioxidant fruit extracts, cili fruit, goji berry, and vitamins A, C and E help to protect the lips throughout the day.",,,taxable,,1,,,0,0,,,,,1,,227,130,Uncategorized,,,,,,,,,,,,0
1001,simple,1001,Panoramic Long Wear Lip Pencil,1,0,visible,Hourglass,"A highly pigmented, richly emollient and longwearing pencil with blending tool. The creamy formula glides on smoothly, and resists smudging or feathering. Polymers adhere to the skin and have water-resistant qualities. Intense color payoff lasts all dayâ€”up to 14 hours. Equipped with a blending tool to perfect and evenly distribute product.",,,taxable,,1,,,0,0,,,,,1,,228,165,Uncategorized,,,,,,,,,,,,0
1002,simple,1002,Script Precision Liquid Liner,1,0,visible,Hourglass,"This eyeliner defines and contours without drag, pull, or skip. The long-wearing formula dries rapidly to prevent smearing and transfer. The super-fine pen lets you create everything from subtle definition on the eyes (by applying at the base of lashes) to an exaggerated cat eye worthy of the runway. ",,,taxable,,1,,,0,0,,,,,1,,196,89,Uncategorized,,,,,,,,,,,,0
1003,simple,1003,Solar Tan Self-Tanning Primer,1,0,visible,Hourglass,"What it is: A revolutionary primer that gives skin a natural, radiant bronze glow. What it does: Applied onto the skin, Hourglass Solar Tan Self-Tanning Primer gradually develops into a warm, natural glow with each wear. Visible color develops after first use while full depth and intensity in color will be achieved after five days of continued application. What it is formulated WITHOUT: - Parabens - Sulfates - Synthetic Fragrances - Phthalates",,,taxable,,1,,,0,0,,,,,1,,157,54,Uncategorized,,,,,,,,,,,,0
1004,simple,1004,Superficial Lash Volumizing + Lengthening Mascara,1,0,visible,Hourglass,"Superficial Lash creates long, lustrous-looking lashes with its remarkably hydrating, color-rich formula. The brush applicator sculpts with precision and separation, coating lashes in weightless volume and sheen that accentuates and defines them subtly. Hydrating formula coats lashes in weightless volume and sheen. Eyes are instantly highlighted as lashes visibly increase in volume and length. Enriched with Vitamin E to help seal in moisture and keep lashes soft and prevent breakage. Brush applicator ensures clump-free and precision application. Free of phthalates, sulfates, and synthetic dyes.",,,taxable,,1,,,0,0,,,,,1,,81,234,Uncategorized,,,,,,,,,,,,0
1005,simple,1005,Superficial Waterproof Bronzer,1,0,visible,Hourglass,"An extended-wear, waterproof bronzer that withstands high humidity and extreme moisture. Superficialâ€™s unique formula blends seamlessly onto the skin and infuses the complexion with a radiant bronze glow. A unique powder bronzer for a waterproof glow that withstands humidity and moisture. Ideal for swimming, outdoor activities and the summer heat. Silky formula seamlessly blends to create a natural, streak-free soft powder finish. Easily removable with mild soap and water or makeup remover. Compact features a mirror that swivels 360Â° and includes a Takelon brush applicator. Free of oil, parabens, phthalates, sulfates and fragrance.",,,taxable,,1,,,0,0,,,,,1,,106,217,Uncategorized,,,,,,,,,,,,0
1006,simple,1006,Trace Lip Liner,1,0,visible,Hourglass,"A remarkably smooth, longwearing and refillable lip liner that enhances the lips. The mechanical pencil never requires sharpening and is equipped with a brush for blending lip liner and applying lip gloss and lipstick.",,,taxable,,1,,,0,0,,,,,1,,129,117,Uncategorized,,,,,,,,,,,,0
1007,simple,1007,Beauty Brush,1,0,visible,Burberry,"A natural beauty brush made of pony and goat hair for extreme softness and precise application. Use with powders to apply all over the face, especially with the Warm Glow.",,,taxable,,1,,,0,0,,,,,1,,198,211,Uncategorized,,,,,,,,,,,,0
1008,simple,1008,Eyeshadow Duo,1,0,visible,Hourglass,"Hourglass Eyeshadow Duo is a Eye Palette that retails for $38.00. There are 6 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,168,71,Uncategorized,,,,,,,,,,,,0
1009,simple,1009,Eyeshadow,1,0,visible,Hourglass,"Hourglass Eyeshadow is a Eyeshadow. There are 18 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,74,149,Uncategorized,,,,,,,,,,,,0
1010,simple,1010,Eye Palette,1,0,visible,Hourglass,"Hourglass Eye Palette is a Eye Palette that retails for $58.00. There are 1 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,104,156,Uncategorized,,,,,,,,,,,,0
1011,simple,1011,CrÃ¨me to Powder Bronzer Duo,1,0,visible,Hourglass,"Hourglass CrÃ¨me to Powder Bronzer Duo is a Face Palette that retails for $40.00. There are 2 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,126,53,Uncategorized,,,,,,,,,,,,0
1012,simple,1012,Blush,1,0,visible,Hourglass,"Hourglass Blush is a Blush. There are 2 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,210,245,Uncategorized,,,,,,,,,,,,0
1013,simple,1013,Bronzer,1,0,visible,Hourglass,"Hourglass Bronzer is a Bronzer. There are 2 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,160,226,Uncategorized,,,,,,,,,,,,0
1014,simple,1014,Anamorphic Lash Waterproof Mascara,1,0,visible,Le Metier de Beaute,"Wide-eyed and waterproof. Conditions as it thickens for a soft, touchable look. Anti-clump brush defines lashes without clumps or globs. Long-wearing, smudge-proof and easy-off formula.",,,taxable,,1,,,0,0,,,,,1,,179,238,Uncategorized,,,,,,,,,,,,0
1015,simple,1015,Blonzer Powder,1,0,visible,Le Metier de Beaute,"Formulated as the perfect combination of blush and bronzer for nearly every skin tone, the Blonzer creates the glow of sun-kissed skin year-round. Soft, micro-fine mineral-based powder. Universal shade for shimmery, sun-kissed effect. Buildable color.",,,taxable,,1,,,0,0,,,,,1,,216,67,Uncategorized,,,,,,,,,,,,0
1016,simple,1016,Blush Brush,1,0,visible,Le Metier de Beaute,"This blush brush, made with 100% natural goat hair, is tapered for natural blush application.Â ",,,taxable,,1,,,0,0,,,,,1,,104,66,Uncategorized,,,,,,,,,,,,0
1017,simple,1017,Blushing Bronzed Duet,1,0,visible,Le Metier de Beaute,"Sublime blush meets the perfect bronze. The Blushing Bronzed Duet embraces the incomparable pairing of Le Metier de Beautes Echo Radiance Rouge (delicate coral-pink blush) and Sun Kissed Bronzer (sheer, light bronze powder), which have been individually heralded for their universally flattering and natural-looking tones. This beautiful and balanced combination creates summer's quintessential glow with ease and grace.",,,taxable,,1,,,0,0,,,,,1,,180,127,Uncategorized,,,,,,,,,,,,0
1018,simple,1018,Bronzer,1,0,visible,Le Metier de Beaute,"For a touch of sun that looks like you just flew in from the sands of San Tropez, this sheer silky-light powder glides on evenly for a velvety-soft finish.",,,taxable,,1,,,0,0,,,,,1,,176,174,Uncategorized,,,,,,,,,,,,0
1019,simple,1019,Brow Bound Eyebrow Pencil,1,0,visible,Le Metier de Beaute,"Define, fill-in, and emphasize eyebrows to enhance the natural frame of the eyes. Beeswax helps to adhere color to the hair and skin of the eyebrow area. Formula acts as a gel to keep brows in place all day. Long-wearing formula is easy to apply with grooming brush tip.",,,taxable,,1,,,0,0,,,,,1,,241,156,Uncategorized,,,,,,,,,,,,0
1020,simple,1020,Classic Flawless Finish Loose Powder,1,0,visible,Le Metier de Beaute,"Absorbs oils, reduces shine, and evens skin tone. Paraben, talc and oil free. Dermatologist tested. Safe for all skin types including sensitive skin.",,,taxable,,1,,,0,0,,,,,1,,67,89,Uncategorized,,,,,,,,,,,,0
1021,simple,1021,Classic Flawless Finish Loose Translucent Powder,1,0,visible,Le Metier de Beaute,"Absorbs oils, reduces shine, and evens skin tone. Paraben, talc and oil free. Dermatologist tested. Safe for all skin types including sensitive skin.",,,taxable,,1,,,0,0,,,,,1,,164,185,Uncategorized,,,,,,,,,,,,0
1022,simple,1022,Clearly Brilliant Lip Gloss,1,0,visible,Le Metier de Beaute,"In a word: brilliant. Magnify and define your lip color with this versatile lip gloss. With a hint of cool peppermint, this innovative, soothing, lip-enhancing formula stimulates and refreshes lips. Wear over lipstick or alone for a perfect pout.",,,taxable,,1,,,0,0,,,,,1,,140,36,Uncategorized,,,,,,,,,,,,0
1023,simple,1023,Colour Core Moisture Stain Lipstick,1,0,visible,Le Metier de Beaute,"This creamy hydrating formula delivers essential moisture and full-coverage color to lips while maintaining the lasting power of a lip stain. Lip-loving moisturizers including jojoba, lanolin and shea butter keep lips soft and supple.",,,taxable,,1,,,0,0,,,,,1,,216,227,Uncategorized,,,,,,,,,,,,0
1024,simple,1024,CrÃ¨me Fresh Tint,1,0,visible,Le Metier de Beaute,"Le Metier de Beaute CrÃ¨me Fresh Tint is a Blush that retails for $28.00 and contains 0.17 oz. There are 5 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,222,141,Uncategorized,,,,,,,,,,,,0
1025,simple,1025,Daily Refresh Tonic,1,0,visible,Le Metier de Beaute,"Freshen up: this skin-invigorating tonic is an essential step in any skincare regimen prepares the skin to better receive topical restorative treatments by stimulating circulation, restoring balance to the complexion, as well as conditioning and hydrating. It also re-energizes the skin, creating a freshly-flushed appearance.",,,taxable,,1,,,0,0,,,,,1,,62,144,Uncategorized,,,,,,,,,,,,0
1026,simple,1026,Daily Renew Cleanser,1,0,visible,Le Metier de Beaute,"Pure and simple: Daily Renew Cleanser, featuring the Vita-C Complexe, is a gentle yet effective two-in-one cleanser. The vitamin C-infused gel is designed to deeply purify the skin as it mildly exfoliates for renewed radiance. Skin looks and feels beautifully soft, smooth and clean. How it Works Daily Renew Cleanser uses a combination of gentle, non-drying cleansers to thoroughly remove makeup and deep-set impurities for freshly washed skin. The gel formula features rounded scrubbing grains, which are less abrasive than traditional exfoliants, to buff away dull, dry skin with absolutely no irritation. The cleanser, which is also infused with powerhouse antioxidant vitamin C, can be used daily.",,,taxable,,1,,,0,0,,,,,1,,221,146,Uncategorized,,,,,,,,,,,,0
1027,simple,1027,Dualistic Eye Pencil,1,0,visible,Le Metier de Beaute,"Whether it's a defined line or a smudged sultry look, this velvety-soft formula delivers rich pigmented color and allows easy application for versatile, sophisticated looks.",,,taxable,,1,,,0,0,,,,,1,,220,66,Uncategorized,,,,,,,,,,,,0
1028,simple,1028,Dualistic Lip Pencil,1,0,visible,Le Metier de Beaute,"An incredibly soft and luxurious lip pencil for subtle, precise definition. The silky texture allows for easy and smooth application with flawless results. Choose from three universal shades to complement every color in your lipstick wardrobe. Velvety-soft, rich color. Blends effortlessly. Perfect base for lipstick and lip gloss for all-day wear.",,,taxable,,1,,,0,0,,,,,1,,172,31,Uncategorized,,,,,,,,,,,,0
1029,simple,1029,Eye Brightening & Setting Powder,1,0,visible,Le Metier de Beaute,"Comes as close as you can get to under-eye perfection. This versatile product gives a clean start to any look. Lightweight powder sets concealer and illuminates the under eye area for a radiant, smooth matte finish. Creates perfect upper lid canvas for eye shadow. Micronized pigments will not settle in fine lines or accentuate shadows. Absorbs excess oils to create perfect canvas for makeup application. Provides crease resistant, long-wearing coverage. Suitable for all skin types.",,,taxable,,1,,,0,0,,,,,1,,72,122,Uncategorized,,,,,,,,,,,,0
1030,simple,1030,Eye Crease #1,1,0,visible,Le Metier de Beaute,A luxurious pony and goat hair brush specially crafted for eye catching makeup results.,,,taxable,,1,,,0,0,,,,,1,,211,98,Uncategorized,,,,,,,,,,,,0
1031,simple,1031,Eye Shadow #1,1,0,visible,Le Metier de Beaute,Expertly crafted with 100% natural goat hair to sweep a smooth veil of colour over the entire eyelid.Â ,,,taxable,,1,,,0,0,,,,,1,,170,91,Uncategorized,,,,,,,,,,,,0
1032,simple,1032,Flat Liner,1,0,visible,Le Metier de Beaute,Softly and precisely lines upper and lower lids; synthetic brush hairs retain their shape for precision lining.Â ,,,taxable,,1,,,0,0,,,,,1,,102,200,Uncategorized,,,,,,,,,,,,0
1033,simple,1033,Angled Foundation,1,0,visible,Le Metier de Beaute,"Slightly angled, tapered nylon bristles allow for precise, even application and subtle blending; synthetic brush hairs retain their shape and are easy to clean.",,,taxable,,1,,,0,0,,,,,1,,75,144,Uncategorized,,,,,,,,,,,,0
1034,simple,1034,Kabuki,1,0,visible,Le Metier de Beaute,"Essential for a chic, sophisticated look. Convenient and versatile brush for bronzer, powder or blush. Crafted by master artisans, Le MÃ©tier de BeautÃ© brushes are the tools every woman needs for exemplary professional cosmetics application.",,,taxable,,1,,,0,0,,,,,1,,167,90,Uncategorized,,,,,,,,,,,,0
1035,simple,1035,Large Concealer,1,0,visible,Le Metier de Beaute,"A narrow, firm brush for blending away imperfections. Synthetic brush hairs retain their shape and are easy to clean.",,,taxable,,1,,,0,0,,,,,1,,139,73,Uncategorized,,,,,,,,,,,,0
1036,simple,1036,Powder,1,0,visible,Le Metier de Beaute,A luxurious brush made with 100% natural goat hair- for polished and flawless makeup application.,,,taxable,,1,,,0,0,,,,,1,,138,122,Uncategorized,,,,,,,,,,,,0
1037,simple,1037,Indelible Inks Eyeliner,1,0,visible,Le Metier de Beaute,"Make an indelible impression with Le MÃ©tier de BeautÃ©'s Indelible Ink Eyeliner. Drawing long-lasting, intense lines, this highly pigmented, no-budge liquid eyeliner features a waterproof, fast-drying formula that's made to last. Smudge no moreâ€”water, tears, torrential downpour, or anything else the day bringsâ€”Indelible Inks Eyeliner boasts serious staying power. Featuring a liquid gel-based formula, that can be applied in thick or thin strokes with a sleek, chic brush or an ultra-fine tip, the long-wearing, waterproof color glides on and stays put for precise application without smudging or smearing.",,,taxable,,1,,,0,0,,,,,1,,161,162,Uncategorized,,,,,,,,,,,,0
1038,simple,1038,Retractable Lip Brush,1,0,visible,Le Metier de Beaute,"This lip brush, made with 100% natural hair, allows for precise application of lipstick and gloss.",,,taxable,,1,,,0,0,,,,,1,,224,115,Uncategorized,,,,,,,,,,,,0
1039,simple,1039,Lip CrÃ¨me Lip Gloss,1,0,visible,Le Metier de Beaute,"A beautifully-edited selection of never-before-offered seductive lip color that will captivate and enchant your lips. A hybrid of gloss and lipstick, Lip Creme combines chic color, intense emollients and antioxidants to soothe and nourish. Perfect for a more intense color pay-off with added shine and gloss. Lacquer sheen finish. Creamy texture and easy glide formula. Vitamins and antioxidants for smooth supple lips.",,,taxable,,1,,,0,0,,,,,1,,228,39,Uncategorized,,,,,,,,,,,,0
1040,simple,1040,Magic Lustre CrÃ¨me,1,0,visible,Le Metier de Beaute,"A luxurious, cream glaze enriched with vitamin E, Magic Lustre Creme transforms any powder pigment into sheer stains and glosses for the cheeks, lips, or eyes. Paraben Free Talc Free Hypoallergenic Much like a modern alchemy, Magic Lustre Creme can create a metamorphous range of possibilities through the medium of powder shadows and blushes. Ordinary shadow can become eyeliner, cheek color, or even a lip-stain. For the more traditional, tap some of the creme on your cheeks or eyes to add a natural dewy glow to the skin, or gloss to the eye.",,,taxable,,1,,,0,0,,,,,1,,117,96,Uncategorized,,,,,,,,,,,,0
1041,simple,1041,Nail Lacquer,1,0,visible,Le Metier de Beaute,"Specifically formulated to be 3-Free without formaldehyde, toluene and dibutyl phthalate (DBP). Proposition 65-compliant and fortified with strengthening proteins and hydrators. Le MÃ©tier de BeautÃ© Nail Lacquers are highly pigmented for rich, glossy, long-wearing color.",,,taxable,,1,,,0,0,,,,,1,,248,170,Uncategorized,,,,,,,,,,,,0
1042,simple,1043,Peau Vierge Lash Growth Serum,1,0,visible,Le Metier de Beaute,"At long lash, the results you want - longer, stronger, thicker lashes in less time and with no irritation. Peau Vierge Lash Growth Serum features the breakthrough, proprietary delivery system, Syntoc Actif, an exclusive and patented technology that aids in improved delivery of key ingredients to help thicken lash diameter and increase volume and length. Every lash can reach its fullest potential in as little as four weeks with no discoloration or irritation. The serum moisturizes, strengthens and protects lashes from thinning, breaking as well as natural and environmental aggressors for an overall intensified appearance.",,,taxable,,1,,,0,0,,,,,1,,226,38,Uncategorized,,,,,,,,,,,,0
1043,simple,1044,Precision Liquid Eyeliner,1,0,visible,Le Metier de Beaute,"More control than ever before in a liquid liner. This long-wearing, smudge-proof formula contains a unique, soft, quill-tipped applicator for precise control and definition.",,,taxable,,1,,,0,0,,,,,1,,215,146,Uncategorized,,,,,,,,,,,,0
1044,simple,1045,Radiance Powder Rouge,1,0,visible,Le Metier de Beaute,"Enhance your complexion with a hint of natural blush. Ultralight powder contours and defines the cheek while adding just the right blush of color. Universal shades. Adjustable coverage, transparency and intensity. Shine-absorbing, oil-free formula. Safe for all skin types, including sensitive skin.",,,taxable,,1,,,0,0,,,,,1,,74,91,Uncategorized,,,,,,,,,,,,0
1045,simple,1046,Rejuvenating Anti-Aging Night CrÃ¨me,1,0,visible,Le Metier de Beaute,"Sleep tight: This emollient and potent treatment is designed to restore the skin while the body is most receptiveâ€”at rest. Through a groundbreaking, proprietary delivery system, key actives are quickly transported to their designated locations to provide visible and dramatic results: an improved appearance in fine lines, wrinkles and pore size; increased hydration; enhanced radiance; and an overall more even tone. The formation of expression lines is also slowed. This is beauty sleep at its best.",,,taxable,,1,,,0,0,,,,,1,,173,80,Uncategorized,,,,,,,,,,,,0
1046,simple,1047,Replenishing Daily Solution,1,0,visible,Le Metier de Beaute,Drink up: This highly emollient cream is designed to condition and hydrate while it nourishes and detoxifiesâ€”the formula normalizes the skin's moisture content to provide unparalleled suppleness. Broad-spectrum SPF 30 protects the skin damaging UVA/UVB rays.,,,taxable,,1,,,0,0,,,,,1,,206,172,Uncategorized,,,,,,,,,,,,0
1047,simple,1048,Revitalizing Anti-Aging Day CrÃ¨me,1,0,visible,Le Metier de Beaute,"Go aheadâ€”smile. This luxurious, lightweight emulsion dramatically slows the formation of expression linesâ€”from forehead and smile lines to brow furrowsâ€”as it refreshes the skin's overall appearance. Broad-spectrum SPF 15, along with a host of proven and highly potent anti-aging ingredients, increase hydration, soften fine lines and wrinkles, minimize the appearance of pore size and improve elasticity. Skin looks, feels and acts more youthful.",,,taxable,,1,,,0,0,,,,,1,,183,208,Uncategorized,,,,,,,,,,,,0
1048,simple,1049,Revive Eye Concentrate,1,0,visible,Le Metier de Beaute,"Believe your eyes: This innovative treatment dramatically renews and revitalizes the under eye area, boosting hydration as it diminishes the appearance of dark circles, fine lines and, most importantly, puffiness. Eyes take on a more rested, youthful appearance. How it works Revive Eye Concentrate features the breakthrough, proprietary delivery system Syntoc Actif. This exclusive and patented technology aids in the improved delivery of key ingredients. Among those ingredients is the Hydration Plus Complex, which helps to balance water content and promote better circulation to diminish the appearance of dark circles and puffiness.",,,taxable,,1,,,0,0,,,,,1,,64,203,Uncategorized,,,,,,,,,,,,0
1049,simple,1050,Sheer Brilliance Lip Gloss,1,0,visible,Le Metier de Beaute,"Drench lips in total luxury: sumptuous, punchy color saturates lips in a unique, ultra-lightweight formula enriched with emollients and antioxidants for beautiful, supple lips. Elegant, semi-translucent glossy color. Vitamin E and lanolin for soft, supple lips. Silky texture and easy-glide formula. Never heavy or sticky.",,,taxable,,1,,,0,0,,,,,1,,211,190,Uncategorized,,,,,,,,,,,,0
1050,simple,1051,Skin Renewal Cleanser,1,0,visible,Le Metier de Beaute,"A soap-free, paraben-free crÃ¨me cleanser that gently cleanses and exfoliates skin for a smoother, brighter complexion. Ideal for normal to dry skin, Daily Renew CrÃ¨me Cleanser loosens and lifts away makeup and impurities, exfoliates dead skin cells and revives a weary and lackluster complexion without over-drying or stripping your skin. How to use: May be used with or without water. Place one to two pumps in the palm of hand. Massage over entire face and neck to loosen makeup and imbedded impurities. Gently wipe clean with washcloth or towelette or rinse clean with warm tepid water.",,,taxable,,1,,,0,0,,,,,1,,110,205,Uncategorized,,,,,,,,,,,,0
1051,simple,1052,Two-In-One Base,1,0,visible,Le Metier de Beaute,"This nail primer for natural and artificial nails produces a matte finish, thereby creating the perfect surface for enamel adhesion. This base/top coat allows polish to remain on the nails four to seven days longer than an ordinary base coat and prevents shipping and tip wear. This fast drying base/top coat dries up to four coats of enamel to a high, glossy shine in less than three minutes. The product is toluene and formaldehyde free and contains an UV inhibitor, which prevents yellowing.",,,taxable,,1,,,0,0,,,,,1,,96,194,Uncategorized,,,,,,,,,,,,0
1052,simple,1053,Ultra Hydration Eye Mask Duo,1,0,visible,Le Metier de Beaute,"A combination of cleansing and hydration actives, Daily Renew CrÃ¨me Cleanser and Ultra Hydration Eye Mask Duos work together in pure skin synergy. Rich in moisture and free from parabens, Daily Renew CrÃ¨me Cleanser gently strips away skin impurities, revealing a renewed complexion. The Ultra Hydration Eye Mask Duo targets the dry under eye area, delivering intense hydration for a bright-eyed look. The end result: a smoother, visibly healthier face.",,,taxable,,1,,,0,0,,,,,1,,85,235,Uncategorized,,,,,,,,,,,,0
1053,simple,1054,Visage de Soie Finishing Powder,1,0,visible,Le Metier de Beaute,"Introducing Visage de Soie Finishing Powder, a mattifying pressed powder which absorbs oil, delivering a shine-free yet radiant finish that lasts all day. Visage de Soie Finishing Powder provides the final step in creating a beautifully flawless face. Finely milled for a lightweight feel, this powder can be worn alone or over makeup to help set foundation for a matte complexion that lasts. Visage de Soie Finishing Powder is designed to blend effortlessly without caking or settling into fine lines. The unique formula allows for the natural glow of skin to shine through, enhancing skin's beauty. Soft, silk-like powders and radiance spheres help create a soft-focus effect, minimizing flaws and signs of fatigue. Even the most uneven skin is transformed into a smooth, healthy, shine-free complexion. Visage de Soie Finishing Powder is available in eight signature shades.",,,taxable,,1,,,0,0,,,,,1,,184,219,Uncategorized,,,,,,,,,,,,0
1054,simple,1055,Kaleidoscope Lip Kit,1,0,visible,Le Metier de Beaute,"Le Metier de Beaute Kaleidoscope Lip Kit is a Lip Palette that retails for $95.00. There are 2 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,116,189,Uncategorized,,,,,,,,,,,,0
1055,simple,1056,True Color Eyeshadow,1,0,visible,Le Metier de Beaute,"This ultrafine powder possesses superior blendability and outstanding color payoff. Weightless, true-to-color pigments. Adjustable coverage, transparency and intensity. Comes in a range of finishes including matte, shimmer and satin.",,,taxable,,1,,,0,0,,,,,1,,96,242,Uncategorized,,,,,,,,,,,,0
1056,simple,1057,Kaleidoscope Eye Kit,1,0,visible,Le Metier de Beaute,Le Metier de Beaute Aurora retails for $95.00 and contains 0.49 oz.,,,taxable,,1,,,0,0,,,,,1,,188,148,Uncategorized,,,,,,,,,,,,0
1057,simple,1058,Kaleidoscope Blush Kit,1,0,visible,Le Metier de Beaute,"Le Metier de Beaute Kaleidoscope Blush Kit is a Face Palette that retails for $95.00. There are 1 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,147,116,Uncategorized,,,,,,,,,,,,0
1058,simple,1059,Kaleidoscope Face Kit,1,0,visible,Le Metier de Beaute,"Le Metier de Beaute Kaleidoscope Face Kit is a Face Palette that retails for $95.00. There are 1 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,149,84,Uncategorized,,,,,,,,,,,,0
1059,simple,1060,Compact Powder,1,0,visible,Le Metier de Beaute,"Le Metier de Beaute Compact Powder is a Powder. There are 1 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,86,59,Uncategorized,,,,,,,,,,,,0
1060,simple,1061,Highlighter,1,0,visible,Le Metier de Beaute,"Le Metier de Beaute Highlighter is a Highlighter. There are 1 shades that have been released, which you can select from below.",,,taxable,,1,,,0,0,,,,,1,,74,224,Uncategorized,,,,,,,,,,,,0
1061,simple,1062,Angle #9,1,0,visible,Obsessive Compulsive Cosmetics,"For defining eyes, eyebrows and beyond. Excellent for a precision application ofÂ Lip TarÂ ",,,taxable,,1,,,0,0,,,,,1,,142,140,Uncategorized,,,,,,,,,,,,0
1062,simple,1063,Angled Blending #5,1,0,visible,Obsessive Compulsive Cosmetics,An indispensable multipurpose brush for contouring and shading.Â ,,,taxable,,1,,,0,0,,,,,1,,141,104,Uncategorized,,,,,,,,,,,,0
1063,simple,1064,Blush Brush,1,0,visible,Obsessive Compulsive Cosmetics,"Designed specifically to fit perfectly into small powder jars and palettes, this pro favorite turns our Loose Colours, into the perfect blushes and highlighters! Great for precise powder touch-ups as well.Â ",,,taxable,,1,,,0,0,,,,,1,,229,202,Uncategorized,,,,,,,,,,,,0
1064,simple,1065,Concealer #3,1,0,visible,Obsessive Compulsive Cosmetics,"A uniquely shaped, flexible concealer brush that applies smoothly and evenly.",,,taxable,,1,,,0,0,,,,,1,,68,43,Uncategorized,,,,,,,,,,,,0
